popularity,original_title,cast,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year,budget_adj,revenue_adj,net_profit
1,Mythica: The Necromancer,Melanie Stone|Adam Johnson|Kevin Sorbo|Nicola Posener|Jake Stormoen,A. Todd Smith,sword|magic|sorcery|necromancer,0,Fantasy|Action|Adventure,Arrowstorm Entertainment|Camera 40 Productions|Bellpond Films,11,5,2015,0,0,0
1,Vice,Ambyr Childers|Thomas Jane|Bryan Greenberg|Bruce Willis|Johnathon Schaech,Brian A Miller,artificial intelligence|android|self-awareness|mercenary|virtual reality,96,Thriller|Science Fiction|Action|Adventure,Grindstone Entertainment Group|K5 International|Emmett/Furla Films|Aperture Entertainment,181,4,2015,9199995,0,-9199995
1,The Little Prince,Jeff Bridges|Rachel McAdams|Paul Rudd|Marion Cotillard|James Franco,Mark Osborne,philosophy|utopia|airplane|adventure|dystopia,92,Adventure|Animation|Fantasy,Onyx Films|Orange Studios|CityMation|On Entertainment|Zippcast Films,423,7,2015,58879974,89765510,30885536
1,Alvin and the Chipmunks: The Road Chip,Jason Lee|Justin Long|Bella Thorne|Matthew Gray Gubler|Jesse McCartney,Walt Becker,chipmunk|cgi|talking animal|aftercreditsstinger|duringcreditsstinger,92,Adventure|Animation|Comedy|Family,Regency Enterprises|Fox 2000 Pictures|Sunswept Entertainment|Bagdasarian Productions|TSG Entertainment,278,5,2015,0,215055014,215055014
1,The Dressmaker,Kate Winslet|Liam Hemsworth|Caroline Goodall|Judy Davis|Hayley Magnus,Jocelyn Moorhouse,based on novel|australia|dressmaker|hometown|woman director,118,Drama,Amazon Studios|Film Art Media|Apollo Media,197,6,2015,10975595,16872792,5897197
1,The DUFF,Mae Whitman|Robbie Amell|Bella Thorne|Bianca A. Santos|Skyler Samuels,Ari Sandel,high school|teenager|popularity|high school senior|teen comedy,100,Romance|Comedy,Wonderland Sound and Vision|CBS Films|Vast Entertainment,753,6,2015,7819996,40046325,32226329
1,Sinister 2,Shannyn Sossamon|James Ransone|Tate Ellington|Nicholas King|Lucas Jade Zumann,Ciaran Foy,haunted house|sequel|twins,97,Horror,Alliance Films|Blumhouse Productions|IM Global|Automatik Entertainment|Entertainment One,331,5,2015,9199995,48651435,39451440
1,Paul Blart: Mall Cop 2,Kevin James|Raini Rodriguez|Eduardo VerÃ¡stegui|Daniella Alonso|Neal McDonough,Andy Fickman,shopping mall|las vegas nevada|security guard,94,Action|Adventure|Comedy|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Sony Pictures Home Entertainment|Sony Pictures Entertainment (SPE),422,5,2015,27599987,98989419,71389432
1,Frozen Fever,Kristen Bell|Idina Menzel|Jonathan Groff|Josh Gad|Chris Williams,Chris Buck|Jennifer Lee,sister sister relationship|birthday|song|birthday party|flu,8,Adventure|Animation|Family,Walt Disney Pictures|Walt Disney Animation Studios,475,7,2015,0,0,0
1,High-Rise,Tom Hiddleston|Sienna Miller|Jeremy Irons|Luke Evans|Elisabeth Moss,Ben Wheatley,skyscraper|high rise,119,Action|Drama|Science Fiction,Ingenious Media|HanWay Films|Scope Pictures|Recorded Picture Company (RPC)|Northern Ireland Screen,161,5,2015,0,0,0
1,The Boy Next Door,Jennifer Lopez|Ryan Guzman|Ian Nelson|John Corbett|Kristin Chenoweth,Rob Cohen,male nudity|female nudity|sex|adultery|infidelity,91,Thriller,Universal Pictures|Nuyorican Productions|Blumhouse Productions|Smart Entertainment,810,3,2015,3679998,46150034,42470036
1,Spooks: The Greater Good,Peter Firth|Kit Harington|Jennifer Ehle|Lara Pulver|Elyes Gabel,Bharat Nalluri,corruption|terrorist|explosive|police|kidnapping,104,Thriller|Action,BBC Films|Isle of Man Film|Shine Pictures|Kudos Film and Television|Pinewood Pictures,114,5,2015,0,0,0
1,Entourage,Jeremy Piven|Adrian Grenier|Jerry Ferrara|Kevin Connolly|Kevin Dillon,Doug Ellin,friendship|hollywood|movie star|entourage,104,Comedy,Warner Bros.|Closest to the Hole Productions,364,6,2015,27599987,45322311,17722324
1,The Wedding Ringer,Kevin Hart|Josh Gad|Kaley Cuoco|Affion Crockett|Jorge Garcia,Jeremy Garelick,male friendship|impersonator|wedding|lying|best man,101,Comedy,Miramax Films|Screen Gems|LStar Capital,446,6,2015,21159990,73415857,52255867
1,Scouts Guide to the Zombie Apocalypse,Tye Sheridan|Logan Miller|Joey Morgan|Sarah Dumont|David Koechner,Christopher B. Landon,female nudity|shotgun|nudity|strip club|party,93,Comedy|Horror,Paramount Pictures|Oops Doughnuts Productions|Broken Road Productions|Brucks Entertainment,288,6,2015,13799993,13671898,-128095
1,The Visit,Olivia DeJonge|Ed Oxenbould|Kathryn Hahn|Benjamin Kanes|Deanna Dunagan,M. Night Shyamalan,rap|pennsylvania|brother sister relationship|farm|grandparents,94,Horror|Thriller,Blumhouse Productions|Blinding Edge Pictures,729,5,2015,4599997,90574017,85974020
1,Black Mass,Johnny Depp|Joel Edgerton|Benedict Cumberbatch|Dakota Johnson|Kevin Bacon,Scott Cooper,boston|based on true story|organized crime,122,Crime|Drama,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment,848,6,2015,48759978,91793583,43033605
1,Heist,Jeffrey Dean Morgan|Robert De Niro|Kate Bosworth|Dave Bautista|Gina Carano,Scott Mann,casino|robbery|bus hijacking|heist,93,Crime|Action|Thriller,Emmett/Furla Films|Silver Plane Films|Mass Hysteria Entertainment|Tri Vision Pictures,233,5,2015,8187996,46125,-8141871
1,Krampus,Adam Scott|Toni Collette|Allison Tolman|David Koechner|Emjay Anthony,Michael Dougherty,fire|winter|santa claus|snow storm|christmas tree,98,Horror|Comedy|Fantasy,Universal Pictures|Legendary Pictures,342,5,2015,13799993,56624785,42824792
1,Dark Places,Charlize Theron|Nicholas Hoult|Christina Hendricks|ChloÃ« Grace Moretz|Tye Sheridan,Gilles Paquet-Brenner,prison|based on novel|brother sister relationship|satanism|witness,113,Drama|Mystery|Thriller,Denver and Delilah Productions|Mandalay Vision|Exclusive Media Group|Hugo Productions|Cuatro Plus Films,322,5,2015,18399991,191900,-18208091
1,No Escape,Owen Wilson|Lake Bell|Pierce Brosnan|Sterling Jerins|Spencer Garrett,John Erick Dowdle,coup|american|family|foreign,103,Action|Thriller,Bold Films|Living Films|Brothers Dowdle Productions,519,6,2015,4599997,50065340,45465343
1,Dope,Shameik Moore|Kiersey Clemons|Tony Revolori|ZoÃ« Kravitz|Chanel Iman,Rick Famuyiwa,california|hip-hop|harvard university|geek|coming of age,103,Crime|Drama|Comedy,Forest Whitaker's Significant Productions|Revolt Films|IamOTHER Entertainment,448,7,2015,643999,16547831,15903832
1,American Ultra,Jesse Eisenberg|Kristen Stewart|Topher Grace|Connie Britton|Walton Goggins,Nima Nourizadeh,memory loss|stoner|black ops,96,Comedy|Action,Concorde Filmverleih|Likely Story|FilmNation Entertainment|Circle of Confusion|The Bridge Finance Company,695,5,2015,25759988,25951426,191438
1,Woman in Gold,Helen Mirren|Ryan Reynolds|Tatiana Maslany|Katie Holmes|Max Irons,Simon Curtis,nazis|art|stolen painting,120,Drama,BBC Films|Origin Pictures,277,7,2015,10119995,56690166,46570171
1,The Scorpion King: The Lost Throne,Victor Webster|Ellen Hollman|Barry Bostwick|Will Kemp|M. Emmet Walsh,Mike Elliott,magic|fantasy|steampunk|dragon,105,Action|Fantasy|Adventure,Universal Pictures,22,4,2015,0,0,0
1,Sisters,Tina Fey|Amy Poehler|John Leguizamo|Ike Barinholtz|Maya Rudolph,Jason Moore,sister sister relationship|childhood home,118,Comedy,Little Stranger,399,5,2015,27599987,96610126,69010139
1,Project Almanac,Jonny Weston|Virginia Gardner|Sofia Black-D'Elia|Sam Lerner|Allen Evangelista,Dean Israelite,time travel|time machine|teenager|found footage,106,Science Fiction|Thriller,Paramount Pictures|MTV Films|Platinum Dunes|Insurge Pictures,637,6,2015,11039995,29668368,18628373
1,Absolutely Anything,Simon Pegg|Kate Beckinsale|Rob Riggle|Sanjeev Bhaskar|Joanna Lumley,Terry Jones,london|alien|teacher|talking animal|super powers,85,Comedy|Science Fiction,Premiere Picture|Bill and Ben Productions|GFM films,199,5,2015,0,4774472,4774472
1,The Transporter Refueled,Ed Skrein|Ray Stevenson|Loan Chabanol|Gabriella Wright|Tatjana PajkoviÄ‡,Camille Delamarre,transporter|sequel|suspense|car|bank heist,96,Thriller|Action|Crime,EuropaCorp,407,5,2015,22999989,66819267,43819278
1,Crimson Peak,Mia Wasikowska|Jessica Chastain|Tom Hiddleston|Charlie Hunnam|Jim Beaver,Guillermo del Toro,haunted house|mining|murder|spitting blood|gothic,119,Mystery|Thriller|Fantasy|Horror|Drama,Legendary Pictures,819,6,2015,50599977,68705406,18105429
1,Everly,Salma Hayek|Hiroyuki Watanabe|Jennifer Blanc|Togo Igawa|Caroline Chikezie,Joe Lynch,assassin|mob boss,90,Thriller|Action,"Crime Scene Pictures|Radius-TWC|Anonymous Content|Vega, Baby!",169,5,2015,0,0,0
1,Magic Mike XXL,Channing Tatum|Matt Bomer|Joe Manganiello|Kevin Nash|Adam RodrÃ­guez,Gregory Jacobs,male friendship|strip club|road trip|strip tease|strip,115,Comedy|Drama|Music,Warner Bros.|Iron Horse Entertainment (II),501,6,2015,13615994,112619962,99003968
1,Paranormal Activity: The Ghost Dimension,Chris J. Murray|Brit Shaw|Ivy George|Lauren Frandsen|Tyler Craig,Gregory Plotkin,terror|supernatural|sequel|demon|found footage,88,Horror|Thriller,Paramount Pictures|Blumhouse Productions,267,5,2015,9199995,71851557,62651562
1,Slow West,Michael Fassbender|Kodi Smit-McPhee|Ben Mendelsohn|Caren Pistorius|Rory McCann,John Maclean,fire|bounty hunter|shotgun|horseback riding|horse,84,Romance|Thriller|Western,The New Zealand Film Commission|Film4|See Saw Films|DMC Films,229,6,2015,0,210766,210766
1,Trumbo,Bryan Cranston|Diane Lane|Helen Mirren|Elle Fanning|Louis C.K.,Jay Roach,screenwriter|communist|biography|film history|hollywood,124,Drama,Groundswell Productions|Inimitable Pictures|ShivHans Pictures,273,7,2015,13799993,7576804,-6223189
1,Secret in Their Eyes,Chiwetel Ejiofor|Nicole Kidman|Julia Roberts|Dean Norris|Lyndon Smith,Billy Ray,fbi|missing child,111,Crime|Drama|Mystery,Ingenious Media|Gran Via Productions|IM Global|Route One Films,202,6,2015,17939992,29614535,11674543
1,Mistress America,Greta Gerwig|Lola Kirke|Charlie Gillette|Dean Wareham|Heather Lind,Noah Baumbach,comedy,84,Comedy,RT Features,132,6,2015,0,2300395,2300395
1,The SpongeBob Movie: Sponge Out of Water,Tom Kenny|Bill Fagerbakke|Rodger Bumpass|Clancy Brown|Carolyn Lawrence,Paul Tibbitt,ocean|sea|star|water|comedy,93,Family|Animation,Paramount Pictures|Nickelodeon Movies|Nickelodeon Animation Studios|United Plankton Pictures|Disruption Entertainment,533,5,2015,68079970,286666383,218586413
1,True Story,Jonah Hill|James Franco|Felicity Jones|Maria Dizzia|Ethan Suplee,Rupert Goold,,100,Crime|Drama|Mystery,Plan B Entertainment|Regency Enterprises|New Regency Pictures,354,6,2015,0,4342117,4342117
1,Max,Thomas Haden Church|Josh Wiggins|Lauren Graham|Robbie Amell|Mia Xitlali,Boaz Yakin,afghanistan|war|based on true story|rescue|betrayal,111,Adventure|Drama|Family,Sunswept Entertainment|Warner Bros.|Metro-Goldwyn-Mayer (MGM),214,7,2015,18399991,40449856,22049865
1,Shaun the Sheep Movie,Justin Fletcher|Omid Djalili|Richard Webber|Kate Harbour|Tim Hands,Mark Burton|Richard Starzack,countryside|sheep|based on tv series|memory loss|hospital,85,Family|Animation|Comedy|Adventure,Aardman Animations|Studio Canal|Anton Capital Entertainment (ACE),340,6,2015,0,54923975,54923975
1,Louder Than Bombs,Gabriel Byrne|Isabelle Huppert|Jesse Eisenberg|Devin Druid|Amy Ryan,Joachim Trier,usa|brother brother relationship|father-son relationship|car accident|death of mother,109,Drama,Motlys|Arte France CinÃ©ma|Animal Kingdom,43,6,2015,10119995,0,-10119995
1,A Perfect Day,Olga Kurylenko|Benicio del Toro|Tim Robbins|MÃ©lanie Thierry|Fedja Stukan,Fernando LeÃ³n de Aranoa,road movie,106,Comedy|Drama,Reposado Producciones|TelevisiÃ³n EspaÃ±ola (TVE)|Mediapro,102,6,2015,0,1566237,1566237
1,The Gunman,Sean Penn|Jasmine Trinca|Javier Bardem|Ray Winstone|Mark Rylance,Pierre Morel,assassin|hitman,115,Action|Drama|Crime,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),283,5,2015,36799983,9811564,-26988419
1,Unfriended,Shelley Hennig|Moses Jacob Storm|Renee Olstead|William Peltz|Jacob Wysocki,Levan Gabriadze,computer|bullying|revenge|internet|violence,82,Horror|Thriller,Bazelevs Production|Blumhouse Productions,643,5,2015,919999,57851497,56931498
1,Hot Pursuit,Reese Witherspoon|SofÃ­a Vergara|Michael Mosley|John Carroll Lynch|Richard T. Jones,Anne Fletcher,texas|prisoner|cop|drug cartel|on the run,87,Action|Crime|Comedy,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Pacific Standard,472,5,2015,32199985,47545764,15345779
1,Insidious: Chapter 3,Dermot Mulroney|Stefanie Scott|Lin Shaye|Leigh Whannell|Angus Sampson,Leigh Whannell,sequel,97,Drama|Horror|Thriller,Sony Pictures,610,6,2015,9199995,95959500,86759505
1,Z for Zachariah,Margot Robbie|Chiwetel Ejiofor|Chris Pine,Craig Zobel,love triangle|based on novel|jealousy|radiation|tractor,97,Drama|Science Fiction|Thriller,Palomar Pictures|Lucky Hat Entertainment|Silver Reel|Material Pictures|Zik Zak Kvikmyndir,181,5,2015,0,109004,109004
1,Dragonheart 3: The Sorcerer's Curse,Julian Morris|Tamzin Merchant|Jassa Ahluwalia|Ben Kingsley|Jonjo O'Neill,Colin Teague,magic|wall|druid|knight|dragon,97,Action|Adventure|Fantasy,Raffaella Productions,59,4,2015,0,0,0
1,The Lady in the Van,Maggie Smith|Alex Jennings|Frances de la Tour|Gwen Taylor|Dominic Cooper,Nicholas Hytner,based on novel|biography|based on true story,104,Comedy|Drama,BBC Films|TriStar Productions,135,5,2015,5519997,38076655,32556658
1,Victor Frankenstein,James McAvoy|Daniel Radcliffe|Jessica Brown Findlay|Andrew Scott|Charles Dance,Paul McGuigan,london|frankenstein|human experiment|reanimated corpse|frankenstein's monster,109,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,408,5,2015,36799983,31489100,-5310883
1,Brothers of the Wind,Manuel Camacho|Jean Reno|Tobias Moretti|Eva Kuen,Gerado Olivares|Otmar Penker,eagle|learning to fly|eagle's feather|father son conflict|bird's nest,98,Adventure|Drama|Family,Terra Mater Factual Studios,11,7,2015,0,0,0
1,Anomalisa,Jennifer Jason Leigh|David Thewlis|Tom Noonan,Duke Johnson|Charlie Kaufman,sex|depression|existentialism,90,Animation|Comedy|Drama|Romance,Starburns Industries,259,6,2015,7359996,3458541,-3901455
1,Bone Tomahawk,Kurt Russell|Richard Jenkins|Matthew Fox|Lili Simmons|Sean Young,S. Craig Zahler,poison|prisoner|murder|rifle|gore,132,Horror|Western|Adventure|Drama,Caliber Media Company|The Fyzz Facility|Realbuilder Productions,220,6,2015,1655999,0,-1655999
1,Regression,Ethan Hawke|Emma Watson|Aaron Ashmore|Devon Bostick|David Thewlis,Alejandro AmenÃ¡bar,investigation|memory loss,106,Horror|Mystery|Thriller,The Weinstein Company|HimenÃ³ptero|First Generation Films|Mod Producciones|FilmNation Entertainment,310,5,2015,0,16257405,16257405
1,Pawn Sacrifice,Tobey Maguire|Lily Rabe|Peter Sarsgaard|Liev Schreiber|Sophie NÃ©lisse,Edward Zwick,chess|cold war|russia|biography|victory,114,Drama,Material Pictures|MICA Entertainment|PalmStar Media|Gail Katz Productions,148,6,2015,0,0,0
1,The Man Who Knew Infinity,Jeremy Irons|Dev Patel|Toby Jones|Stephen Fry|Jeremy Northam,Matt Brown,england|indian|mathematician|biography|cambridge,108,Drama,Animus Films|Edward R. Pressman Film|Kreo Films FZ|Xeitgeist Entertainment Group|American Entertainment Investors,104,7,2015,0,10554653,10554653
1,Momentum,Olga Kurylenko|Morgan Freeman|James Purefoy|Jenna Saras|Lee-Anne Summers,Stephen S. Campanelli,,96,Thriller|Action,Thaba Media|Azari Media,100,5,2015,18399991,0,-18399991
1,The Diary of a Teenage Girl,Bel Powley|Kristen Wiig|Alexander SkarsgÃ¥rd|Christopher Meloni|Margarita Levieva,Marielle Heller,1970s|teenage girl|older man younger woman relationship|based on graphic novel|teenage sexuality,102,Drama|Romance,Caviar Films|Cold Iron Pictures|Archer Gray,186,6,2015,1839999,1358841,-481158
1,Pay the Ghost,Nicolas Cage|Sarah Wayne Callies|Veronica Ferres|Lyriq Bent|Lauren Beatty,Uli Edel,halloween|police|revenge|burned alive|children,94,Horror|Thriller,Voltage Films|Midnight Kitchen Productions,114,5,2015,0,0,0
1,The Voices,Ryan Reynolds|Gemma Arterton|Anna Kendrick|Jacki Weaver|Ella Smith,Marjane Satrapi,violence|psychiatrist|dark|evil|woman director,101,Horror|Thriller|Comedy|Crime,Studio Babelsberg|Mandalay Vision|1984 Private Defense Contractors,371,6,2015,0,0,0
1,Last Knights,Clive Owen|Morgan Freeman|Aksel Hennie|Shohreh Aghdashloo|James Babson,Kazuaki Kiriya,loyalty|emperor|castle|sword fight|revenge,115,Action|Adventure,Czech Anglo Productions|Luka Productions,237,6,2015,0,3352102,3352102
1,Il racconto dei racconti,Salma Hayek|Vincent Cassel|John C. Reilly|Toby Jones|Shirley Henderson,Matteo Garrone,,125,Romance|Fantasy|Horror,HanWay Films|Rai Cinema|Le Pacte|Fonds Eurimages du Conseil de l'Europe|Recorded Picture Company (RPC),211,5,2015,11039995,0,-11039995
1,Irrational Man,Emma Stone|Joaquin Phoenix|Jamie Blackley|Parker Posey|Meredith Hagner,Woody Allen,,95,Mystery|Drama,Sony Pictures|Gravier Productions,319,6,2015,10119995,25199786,15079791
0,Queen of the Desert,Nicole Kidman|James Franco|Robert Pattinson|Damian Lewis|Jenny Agutter,Werner Herzog,middle east|persia|adventurer,128,Drama|History,Benaroya Pictures|H Films|Raslan Company of America,30,6,2015,13799993,0,-13799993
0,Ricki and the Flash,Meryl Streep|Kevin Kline|Mamie Gummer|Sebastian Stan|Audra McDonald,Jonathan Demme,homophobia|rock star|aging|family relationships|divorce,100,Comedy|Drama|Music,Columbia TriStar|Clinica Estetico|LStar Capital,152,5,2015,16559992,38019285,21459293
0,Miss You Already,Drew Barrymore|Toni Collette|Dominic Cooper|Jacqueline Bisset|Paddy Considine,Catherine Hardwicke,female friendship|music|friendship|love|cancer,112,Comedy|Drama|Romance,S Films|New Sparta Films,139,7,2015,0,0,0
0,Kung Fury,David Sandberg|Jorma Taccone|Leopold Nilsson|Andreas Cahling|Helene Ahlson,David Sandberg,video game|martial arts|kung fu|hacker|nazis,31,Action|Comedy|Science Fiction|Fantasy,Laser Unicorns,487,7,2015,579617,0,-579617
0,The Perfect Guy,Michael Ealy|Sanaa Lathan|Morris Chestnut|Kathryn Morris|Rutina Wesley,David M. Rosenthal,,100,Drama|Thriller,Screen Gems,122,5,2015,11039995,55451294,44411299
0,A Bigger Splash,Tilda Swinton|Matthias Schoenaerts|Ralph Fiennes|Dakota Johnson|Aurore ClÃ©ment,Luca Guadagnino,italy|fish|rock star|vacation|rock concert,120,Crime|Drama|Mystery|Thriller,StudioCanal|Ministero per i Beni e le AttivitÃ  Culturali (MiBAC)|Frenesy Film Company|Sensi Contemporanei Cinema e Audiovisivo|Cota Film,69,5,2015,0,1781601,1781601
0,While We're Young,Ben Stiller|Naomi Watts|Adam Driver|Amanda Seyfried|Charles Grodin,Noah Baumbach,marriage|middle age,97,Drama|Comedy,Scott Rudin Productions|A24,265,5,2015,9199995,6980483,-2219512
0,Get Hard,Will Ferrell|Kevin Hart|Alison Brie|Craig T. Nelson|T.I.,Etan Cohen,prison|training|framed|embezzlement,100,Comedy,Gary Sanchez Productions|Warner Bros.,661,5,2015,36799983,97990493,61190510
0,Kidnapping Mr. Heineken,Anthony Hopkins|Jim Sturgess|Sam Worthington|Ryan Kwanten|Mark van Eeuwen,Daniel Alfredson,,95,Drama|Action|Crime|Thriller,Umedia|Informant Europe SPRL|European Film Company,131,5,2015,0,0,0
